Var1_ 1	Var1_ 2	Var1_ 3	Var1_ 4	Var1_ 5	Var1_ 6	Var1_ 7	Var1_ 8	Var1_ 9	Var1_10	Var1_11	Var1_12	Var1_13	Var1_14	Var1_15	Var1_16	Var1_17	Var1_18	Var1_19	Var1_20	Var1_21	Var1_22	Var1_23	Var1_24	Var1_25	Var1_26	Var1_27	Var1_28	Var1_29	Var1_30	Var1_31
-10.6259067333648	-10.7031538560762	-10.5793391227043	-10.2146363812677	-10.7173690899089	-9.95644021345221	0.325887501792267	-10.5036555662273	-10.5252785612291	-10.3528010664713	-9.56687666004058	0.296594952499668	-13.5320990289538	-10.3429619602594	-10.7555508706992	-12.938268532676	-9.2425950053503	-1.792533871332	-3.79001992710018	-11.508695163568	-10.7135669392413	-10.7706127453763	-15.0303086363288	-1.53492848514446	-19.2732296619478	10.4674241400963	-10.6136370344633	4.88405777900721	-15.2374767298331	-13.8591261031131	-19.7545514247697
-10.4151845436924	-10.4910300635823	-10.3647352435803	-9.96998310295436	-10.3759721335548	-9.68100231338159	0.326038120948422	-10.2904423623112	-10.3438530658901	-10.2338755690104	-9.40284636441528	0.298317158154768	-13.2585425292959	-10.1168645560695	-10.5427065402413	-12.6757760715214	-9.03480230920213	-1.787651131301	-3.66601002420256	-11.3018292920258	-10.5358102095005	-10.5902580853549	-14.8590850557835	-1.53592489900271	-18.9939731586718	10.2192412646879	-10.3862780896349	4.93968981212203	-14.562645545452	-13.4163579741925	-19.6847469297593
-10.202976967601	-10.2774182937937	-10.1476359786274	-9.72727140714636	-10.0443473158501	-9.41225026057543	0.33048887007207	-10.0763244173098	-10.1614041559543	-10.12240359419	-9.24597109147101	0.301522536328765	-12.9838579783861	-9.8901451384044	-10.3288143110709	-12.4107733281057	-8.82626614834565	-1.75446573257167	-3.55495077263341	-11.0943716728345	-10.3607515205719	-10.4146609730268	-14.6978541972623	-1.53106191356997	-18.7230296420658	9.96322616097434	-10.1632329454283	4.90736322429859	-13.9241095924976	-12.9712869360751	-19.6506024876075
-9.9889824217958	-10.0619991739317	-9.93121324188543	-9.484326789684	-9.72903277723033	-9.15062063421387	0.328192139342585	-9.85900739236345	-9.97557271247158	-10.0155695144536	-9.10021602669871	0.302548659957315	-12.7062164369038	-9.66088065136579	-10.1123872509007	-12.1460241019703	-8.61843051913288	-1.76118960873693	-3.45164595174855	-10.8809392243729	-10.181402226673	-10.2372189745471	-14.5141115316792	-1.5321841306638	-18.4417966036482	9.74207546176073	-9.93399203251892	4.86468160918157	-13.3519015058082	-12.5592185111373	-19.5564852938939
-9.77356005614871	-9.84513935838996	-9.71270948990217	-9.24637329004502	-9.43338038473212	-8.89212366823	0.320837864504853	-9.63994853562759	-9.78888159090124	-9.91390749705294	-8.95972441617128	0.304782109929525	-12.4257380860214	-9.42972918961666	-9.89368075114718	-11.8773229395571	-8.40615627229593	-1.78882118712838	-3.33505854079191	-10.6616781632102	-9.99494490873596	-10.0513896309052	-14.3193928476327	-1.52811606113339	-18.159625964568	9.51079230115584	-9.71102404232454	4.84482366901477	-12.8101526561237	-12.1637516114292	-19.4383726177427
-9.55608663156709	-9.62620715819932	-9.4921080087371	-9.00689375029826	-9.1650821417885	-8.65505802586785	0.299724756931564	-9.42101910121242	-9.58910229369605	-9.80587251158547	-8.81919424813273	0.30636345853675	-12.138923842529	-9.19632937953152	-9.67242506931587	-11.6076663590699	-8.19544460158113	-1.88491813601331	-3.21305856639041	-10.4400463223016	-9.80487596002096	-9.8651473485547	-14.1009005375173	-1.52530426932962	-17.8684373326811	9.2829826043503	-9.48832487569229	4.74910652527657	-12.3300061400947	-11.7818019250064	-19.3241763707901
-9.33696393759008	-9.40560273405055	-9.26944777996678	-8.76654827024971	-8.92394195038214	-8.43604921928617	0.270917942303512	-9.19920075209848	-9.38135061373863	-9.68399426789752	-8.68047172776112	0.308006236779857	-11.8506438509977	-8.96383321368606	-9.45182035672266	-11.3375418863743	-7.98569720022217	-2.03006434021716	-3.1005728113811	-10.2157871646772	-9.60838541026993	-9.67407363897264	-13.8587608239106	-1.52167121557346	-17.5649490547558	9.05820770403335	-9.2705890848489	4.6295159559392	-11.9129071736484	-11.4277744855415	-19.2037369246811
-9.11867830198709	-9.18584833675501	-9.0476306159689	-8.53300177230626	-8.70015463305339	-8.23387683835027	0.23908910237266	-8.97801063430593	-9.15610392253983	-9.5347860559455	-8.52678555984818	0.30836831985686	-11.5625222322079	-8.73153587863606	-9.23107776036857	-11.0661582196289	-7.77531993261698	-2.17936371143722	-2.98407741054565	-9.98950889637545	-9.40561230828111	-9.47733352470394	-13.6032367355279	-1.52366906471015	-17.2730942494985	8.81011899341596	-9.05816341369901	4.50563027856233	-11.5537455520406	-11.114563555008	-19.0778006996252
-8.90074162604694	-8.96643816028202	-8.82556942326282	-8.30383165886557	-8.48568181016728	-8.03109002837908	0.210012063010122	-8.7564013817769	-8.91434097922351	-9.36857241112556	-8.36278658614888	0.307071082582838	-11.2734676394815	-8.49824092600693	-9.00983164814119	-10.79492604668	-7.56647422917301	-2.31065454515778	-2.85698915729792	-9.75723924131958	-9.19138645293181	-9.27031621611612	-13.3127701917245	-1.53425991893625	-16.9750485462901	8.54520478253365	-8.84973832392611	4.35329287481668	-11.2598310614841	-10.8361411358395	-18.9448303325517
-8.68231010498509	-8.74652959079817	-8.60320162983947	-8.08216237099812	-8.28477893947648	-7.83561328842338	0.195326454554416	-8.53326741537316	-8.65629194389972	-9.1818297775811	-8.19334433744509	0.305211123004128	-10.984149880112	-8.264718430928	-8.78818931573278	-10.5249094150894	-7.36081550105714	-2.37187280447687	-2.73307759868942	-9.52189130585828	-8.97038741292114	-9.05902669285327	-12.9898899530029	-1.54459984945684	-16.6772088188699	8.29995686942772	-8.64134149124995	4.16771590010799	-11.0362966249438	-10.5846403361945	-18.7601902028209
-8.46443522893298	-8.52718166709136	-8.38136703123589	-7.86677634369989	-8.09094721209316	-7.64491862403702	0.190283743694711	-8.309749864783	-8.39271764210281	-8.97345623891373	-8.01365009474694	0.300491454054004	-10.6948531958705	-8.03249842347153	-8.56739830193811	-10.2556690976856	-7.15521023611716	-2.39216852736462	-2.62597822397362	-9.28086942417066	-8.73917698050011	-8.83813098442389	-12.6517608231185	-1.56550210143659	-16.3891715946363	8.06146605466113	-8.43468145159914	3.95043264100055	-10.8761269684351	-10.3785590058991	-18.549605235469
-8.24844147224556	-8.30972748575619	-8.16012260740072	-7.66098266740309	-7.90871971753105	-7.4569722026181	0.187148612387911	-8.08975008340734	-8.11576777058517	-8.73822776799289	-7.81809656690369	0.2924039948125	-10.4083588490342	-7.80240155656096	-8.34833298903759	-9.98791855131257	-6.95099789244419	-2.40585673525294	-2.5136236186932	-9.0343859921029	-8.49608795725527	-8.60599700859568	-12.2747570100486	-1.59881488189605	-16.105727995878	7.82623099024314	-8.23571717680312	3.73204806327372	-10.7644197259198	-10.2098835665539	-18.2766735278693
-8.03260506975428	-8.09242711141303	-7.93916092576155	-7.45293981801268	-7.73790247228795	-7.27580544770621	0.18745096028884	-7.86871829083348	-7.84150748678847	-8.47228753108153	-7.59896777197542	0.283445646470025	-10.1251575423921	-7.57363420361844	-8.1307334957274	-9.72426897649982	-6.75005182658592	-2.40513675324637	-2.40538265947178	-8.7872322919792	-8.25221914284358	-8.37459085579786	-11.8830215120445	-1.63555776973604	-15.8419830933688	7.59839202871676	-8.03095228157125	3.4674063089481	-10.7066040109335	-10.068834435138	-17.9498801376937
-7.81832315175798	-7.87669251363901	-7.71994381333232	-7.24825792584155	-7.57611772433531	-7.10667316611887	0.192154980196899	-7.64929532123837	-7.57642964126969	-8.18425128054474	-7.3567528113683	0.265841325860583	-9.84245293908725	-7.34604939111625	-7.91392037741253	-9.4590406026768	-6.54672273085928	-2.38549632320101	-2.29434360863782	-8.53493054751264	-8.00272708608811	-8.13888470460827	-11.4754966193684	-1.70020380785645	-15.5792293074479	7.35502237144542	-7.83522308246981	3.20604355243194	-10.6588089028155	-9.95110721961901	-17.6442551393799
-7.6050306507803	-7.66195446455563	-7.50345080564625	-7.04407312879545	-7.42408297900799	-6.94082327733461	0.193164186115556	-7.43006756786159	-7.31579970536855	-7.87151788849117	-7.09636645971285	0.246927919093256	-9.56264815937589	-7.11905264400312	-7.69724354352602	-9.19343491085752	-6.34185206908202	-2.37813805802076	-2.17847337463719	-8.27899905847927	-7.74652303695436	-7.89605294826714	-11.0425404955475	-1.77009668356965	-15.3199102867988	7.10521508739244	-7.63549251971859	2.94261631791612	-10.6417398598771	-9.85835675706682	-17.3479925474122
-7.39046468785963	-7.44592900369076	-7.28657245187466	-6.84952258576244	-7.28011338417169	-6.77704971809527	0.199798693443099	-7.20904198582255	-7.065457301077	-7.54597457385381	-6.83217742343131	0.232504415453916	-9.28298273739966	-6.89239299654279	-7.48115779937055	-8.93019935835046	-6.13963486732772	-2.34232956464392	-2.0675529927376	-8.02318337100578	-7.49290340004967	-7.65728197825493	-10.6064955522299	-1.83410172799105	-15.0643664454034	6.86827464947105	-7.43844805368177	2.66980178248648	-10.6280902171761	-9.75222024953584	-17.0223111041526
-7.17537797894127	-7.22937892151972	-7.06867717507953	-6.65741015087194	-7.14144206689419	-6.61070835344789	0.227729459165614	-6.98914642045657	-6.81683500790072	-7.21746921722457	-6.56673400935616	0.226818770739413	-9.00376364885483	-6.66576830343389	-7.26430906007216	-8.66542599261096	-5.93511502863585	-2.23462245348827	-1.96187204799237	-7.7622020451645	-7.23422114770206	-7.41277078361714	-10.165260122419	-1.86604530408379	-14.7928536375598	6.60836250756653	-7.24135326690797	2.40922353802746	-10.5873852695545	-9.64848468374664	-16.7337426501007
-6.96235311077918	-7.01489752913863	-6.85473925307163	-6.45886220417426	-7.0178541352358	-6.44623031109816	0.256610070667593	-6.77103503470661	-6.56486167004502	-6.8960753589076	-6.30737032303246	0.22744132304152	-8.72710304464845	-6.44004144680922	-7.04730664681032	-8.40207281358198	-5.73226443325214	-2.11489587554628	-1.85284989402134	-7.50171061437191	-6.9774641557921	-7.16976967888273	-9.74251722141121	-1.87037283502885	-14.5327004980183	6.34445442319497	-7.04482284937594	2.14032596908068	-10.5393858610188	-9.5308529465231	-16.4353894768629
-6.74738425284484	-6.79845175363646	-6.63867494959366	-6.26441958548269	-6.90125706425107	-6.28301450852955	0.288042149638843	-6.55109628273682	-6.30360130204932	-6.59514613301752	-6.05914631020828	0.227116950196142	-8.44836126275555	-6.21305102822944	-6.8288566519702	-8.13611902962208	-5.52624043167574	-1.97611846916426	-1.75521517378024	-7.24581185586485	-6.72426956642127	-6.92887773606458	-9.33154501440391	-1.87348497402231	-14.2637273042884	6.07595982553228	-6.84332844026566	1.88375205205467	-10.4591756112438	-9.39892978509057	-15.9668997410591
-6.52955980383994	-6.57912881351786	-6.41963699434374	-6.07038111866979	-6.78184290596559	-6.11908323480202	0.309972595520958	-6.32921817381931	-6.04317879208297	-6.31720364876571	-5.82328175902698	0.227362858873216	-8.16635245783131	-5.98368673239351	-6.6079330587782	-7.86831791995704	-5.31947616555942	-1.86674534961597	-1.65348417182205	-6.99032733571017	-6.47021680130097	-6.68587161424393	-8.92494970330694	-1.87087104443292	-13.9793092980367	5.79418547852848	-6.63826599040159	1.64993094963809	-10.3315989805675	-9.24173901257042	-15.5565110349712
-6.3117235544693	-6.35979196342861	-6.19904246356745	-5.86660205545965	-6.65269919761046	-5.95222564652928	0.319226910386754	-6.10697256292594	-5.78417160286839	-6.04708661352081	-5.58607002855984	0.228661679549634	-7.8832596035827	-5.7536096139356	-6.38625878839932	-7.59835094593961	-5.11163596511477	-1.82202982362845	-1.55407796801974	-6.73845442184844	-6.22178370061249	-6.44742222419108	-8.53769465050399	-1.8621550298011	-13.6830735115067	5.50663771457621	-6.43151921607127	1.42276208776404	-10.1471313699918	-9.05804859253212	-15.1617298567528
-6.09599079166595	-6.14256910395953	-5.98031071118673	-5.65379793470363	-6.5147501511502	-5.78612640501537	0.323749721441924	-5.88822370270666	-5.52535147855854	-5.7893317020223	-5.3538278375685	0.240594480734523	-7.60052009725669	-5.5236611366772	-6.16452729584181	-7.32777025889789	-4.90496148134126	-1.79866781737776	-1.44270312915226	-6.49119097983029	-5.97971268363157	-6.21209578269815	-8.16854533583952	-1.82044911498862	-13.3732141158927	5.21083224355982	-6.21923397408741	1.21420353186006	-9.90061021917083	-8.8345379305525	-14.7951226566886
-5.88126436932753	-5.92636489987588	-5.76350078795458	-5.42772438247751	-6.35762299910893	-5.61378603807337	0.32421446473848	-5.66974863349727	-5.28092621999645	-5.54425083230543	-5.12915493287638	0.262886008358596	-7.31851463548057	-5.29506519726062	-5.94391670782898	-7.06019673472844	-4.7004184761074	-1.78509328358383	-1.33544902278376	-6.24866396876963	-5.74423463601893	-5.98054040274258	-7.82243903144344	-1.750426158127	-13.0512310272002	4.94563595169108	-6.00550381160403	1.03255734677604	-9.58963090379358	-8.57052104028859	-14.4702301413424
-5.66767064721081	-5.7113014600702	-5.54746306364567	-5.193849501964	-6.17483945781968	-5.4141551150979	0.316982114218253	-5.4532959755126	-5.04282652168793	-5.31344112833169	-4.91103433196644	0.291877286595176	-7.0375753496083	-5.06765309096255	-5.72423849143866	-6.79319084376198	-4.49867633817393	-1.814895331689	-1.22949425718513	-6.01131229587177	-5.5174981921486	-5.75591702427568	-7.49480818266335	-1.65334604638808	-12.7302515937304	4.68213115801906	-5.78822015019011	0.850583171999486	-9.20514785962371	-8.27765423587985	-14.115403032999
-5.45415053805474	-5.49631275341214	-5.33061237698628	-4.96410657219996	-5.96998960516375	-5.19858641703046	0.308481322506631	-5.23720455796972	-4.80979925660771	-5.10163653291122	-4.69966247845514	0.321062730685973	-6.75698494225997	-4.84165640452053	-5.50549767148362	-6.52690357880256	-4.29633094425045	-1.84232972971736	-1.11893508809188	-5.78036210422674	-5.30001920575583	-5.53786866432864	-7.18286653299601	-1.55083582544259	-12.4073260709597	4.44284235060337	-5.5710778231404	0.703021219777276	-8.76442575281141	-7.96381089904201	-13.7822113017307
-5.24014077824635	-5.28083411712249	-5.11271486852019	-4.72679214396998	-5.75215904789334	-4.98702249819645	0.291459639133023	-5.02069664234204	-4.58931296280645	-4.9054843207458	-4.49500024182265	0.337234390376436	-6.47575144601846	-4.61515256460983	-5.28666102158004	-6.26159555986795	-4.0936573567739	-1.90622817855294	-1.00319280554816	-5.5519773292539	-5.08821571179791	-5.32206789046914	-6.88989190307393	-1.49245868137106	-12.0920086920787	4.2235427430873	-5.35199583956093	0.587309921151164	-8.25684191490741	-7.60548563493859	-13.4199909095517
-5.02243090633046	-5.06163243264894	-4.89047179767892	-4.47450363132166	-5.52207396475489	-4.77279657819037	0.260738129409283	-4.80049964766241	-4.37269481811412	-4.72009950273952	-4.29739421557787	0.34615385437271	-6.19126279317369	-4.38668888773675	-5.06496986851339	-5.99439512921091	-3.89118606645912	-2.05987104978389	-0.891583594376494	-5.32729273771203	-4.88621153086037	-5.11411737023166	-6.62162273064925	-1.45762787163597	-11.7679627785862	4.02245329935344	-5.12902864196943	0.484132550718229	-7.7008385896875	-7.1944810597659	-13.0522863692641
-4.80065994592824	-4.83834631099385	-4.66261643146734	-4.21312587571103	-5.27215039699326	-4.54940235093079	0.225297501046813	-4.57635082708922	-4.15771154697458	-4.53838142604161	-4.1004571550382	0.35488009173202	-5.90235672060939	-4.15708963279522	-4.84227985603461	-5.72525986999532	-3.68767702208477	-2.23099965601557	-0.782679928603622	-5.10691360445844	-4.69038884624743	-4.9111457862863	-6.37556339666238	-1.4181957347223	-11.4436068533233	3.80962292660602	-4.90527268545785	0.387338176219222	-7.10213813098355	-6.75753207741627	-12.7323572920781
-4.57860073200931	-4.6147748000157	-4.4359626253332	-3.9511225675994	-5.00061118369559	-4.32803241800688	0.188977398684293	-4.34890830014961	-3.94590301346365	-4.36311884070142	-3.91361343729126	0.363056025181009	-5.61230554509793	-3.92467983940585	-4.61753322377448	-5.45512877265366	-3.48478491075228	-2.39436216881801	-0.674527135787776	-4.88978275437173	-4.50023684616779	-4.71297254010917	-6.15516813510615	-1.36804893190719	-11.1255939598968	3.60942527263577	-4.67519994101647	0.307846273407184	-6.47938178848951	-6.29525364543542	-12.3878221966536
-4.35654461535665	-4.39120856949997	-4.20924548879419	-3.69480640633263	-4.70604518431312	-4.07551213719902	0.155627724506591	-4.12215366124023	-3.73784669786239	-4.19045989294119	-3.7315660676443	0.359836011549565	-5.32294530955136	-3.69221599502724	-4.39249055364508	-5.18315975494722	-3.27915893229149	-2.53180040018278	-0.563838499877828	-4.67565475472701	-4.3143962015959	-4.5173149475868	-5.95452488912571	-1.37018242606591	-10.8155783167443	3.40751159348426	-4.44505681529938	0.220379050489736	-5.83510908229893	-5.80816274807079	-11.9995030768123
-4.13349309158879	-4.16663278145248	-3.98064137983429	-3.44179590270164	-4.38963160552682	-3.80656789424032	0.160611468533389	-3.89670782959618	-3.52946580598053	-4.02235943856922	-3.55585696925875	0.345690101026962	-5.03390582191702	-3.45950769134982	-4.16662784264819	-4.90973554343481	-3.07301834160862	-2.50477504131139	-0.449039174636071	-4.46254356667255	-4.13086009956034	-4.32421310007173	-5.77106050319988	-1.42518068215136	-10.518510767649	3.20481677706743	-4.21381932050088	0.12918956645423	-5.17622262120852	-5.30611003352396	-11.6245532884507
-3.91268762774481	-3.94432179026741	-3.75376813742891	-3.20113727201148	-4.06788591584073	-3.53321382295679	0.153148451919551	-3.67383082756108	-3.31971014199146	-3.86028734458638	-3.38699321032289	0.318398110736593	-4.74856714402955	-3.22810022184404	-3.94204393520058	-4.63635207702978	-2.86568955291814	-2.5372580473386	-0.333845893483278	-4.24932735834789	-3.94616771967466	-4.13002829647627	-5.60441531193557	-1.54803623264762	-10.2222153145099	3.00476751757976	-3.98114875877421	0.060616351865163	-4.516073390973	-4.80416113378099	-11.26146399668
-3.69016410175466	-3.72027286683333	-3.52421291105889	-2.96312926768658	-3.75331196447824	-3.26483837634137	0.155573522304883	-3.44947470110457	-3.11453976898755	-3.70715493593546	-3.2159179371912	0.296438102501244	-4.46196108619711	-2.99513829241346	-3.71528940524392	-4.36191959002288	-2.65843493590589	-2.52895824063691	-0.214270863359157	-4.03635084047498	-3.76007338550096	-3.93418919664939	-5.43674926593136	-1.63067403440895	-9.92574000085624	2.82237631366901	-3.74385858788694	-0.0436198612296367	-3.87507495515909	-4.30243001576095	-10.8707541418329
-3.46689278939692	-3.4954605992815	-3.29467080038725	-2.72416981995956	-3.45476453623917	-3.0054357118616	0.161378722208577	-3.22532098860797	-2.90361084224519	-3.56443092118678	-3.04249790783088	0.292485270145384	-4.17644731606888	-2.76329606902079	-3.48833258702536	-4.08947763014272	-2.45116145389858	-2.5033538983331	-0.0998666619745615	-3.8169072148171	-3.56839353410384	-3.73377761758056	-5.27285367121443	-1.64386142624757	-9.61471607097335	2.63782890342139	-3.50962437684033	-0.139831776352626	-3.25379406703538	-3.81331112701825	-10.4423735606887
-3.24171790577362	-3.26872758763108	-3.06458592941566	-2.48235881146128	-3.17762279084253	-2.75828811302414	0.16240914976019	-2.99826436083221	-2.68189582600972	-3.43615924262685	-2.86868821472322	0.295615270924799	-3.8898880017645	-2.53168221588882	-3.26053869341029	-3.81440543264009	-2.24199018801056	-2.49042622380257	0.013127474385371	-3.5944583031233	-3.37317347927296	-3.53026349921848	-5.10139668616465	-1.63721509651357	-9.29103106765997	2.43733158444695	-3.27478765319676	-0.258915310599978	-2.66867229449926	-3.3461437516951	-9.99256111160552
-3.01478788439479	-3.04021979883881	-2.83441075367011	-2.23786489150766	-2.90532933361915	-2.51978892973432	0.168396956038881	-2.76986337647867	-2.46185703882584	-3.30484348469487	-2.6910130172692	0.298092225850305	-3.60102766346988	-2.29805983480369	-3.03064616961359	-3.53750213125599	-2.03011563803979	-2.44734498553895	0.134776559203117	-3.36649935868497	-3.16736679561566	-3.31707707453341	-4.90524288615088	-1.62852332831147	-8.96395144971293	2.22658739281162	-3.04305381498555	-0.39094624210004	-2.13446892960714	-2.90415630324008	-9.59054207811434
-2.78750052775801	-2.81133637205003	-2.60356417236693	-1.98859144462495	-2.64344624835646	-2.28893046464049	0.1876986068222	-2.54109562376475	-2.23133213659901	-3.16362476053944	-2.51084167835016	0.305380279956043	-3.31128876317703	-2.06376744769825	-2.79903815408497	-3.25799339704822	-1.81733983215676	-2.35586444300187	0.256157221230556	-3.1321967483975	-2.95572162917376	-3.09959230770375	-4.69738409672414	-1.59715977850935	-8.61691930136861	2.00489386852009	-2.81530669902411	-0.537196455119749	-1.65816794885865	-2.49192233650477	-9.31751623828255
