Var1_ 1	Var1_ 2	Var1_ 3	Var1_ 4	Var1_ 5	Var1_ 6	Var1_ 7	Var1_ 8	Var1_ 9	Var1_10	Var1_11	Var1_12	Var1_13	Var1_14	Var1_15	Var1_16	Var1_17	Var1_18	Var1_19	Var1_20	Var1_21	Var1_22	Var1_23	Var1_24	Var1_25	Var1_26	Var1_27	Var1_28	Var1_29	Var1_30	Var1_31
8.1169608620245	8.17282132942431	7.33221033618945	4.93106593632227	2.00352969327346	1.74195266025037	2.02195828957429	7.37314953434294	4.80880272108165	1.89036079807965	1.74229108182791	2.10187862572059	12.203346048617	10.4793550134341	9.72172432469474	11.8795484622357	7.53932848094201	8.23279744007758	9.78215491066851	8.21868593104903	7.10016696430604	7.81719243241469	7.03539305111368	7.08520285122675	10.1812249621613	8.27924282420466	8.05629231725517	7.36417894110221	4.73109872366443	6.26068252837945	1.4351922348914
8.11699613480391	8.1728555978167	7.33138529338865	4.93388005274686	1.97930378337386	1.74966838813045	2.01911994837367	7.37448601882877	4.81537072803617	1.89303024049704	1.73855567939796	2.09770672246583	12.2060252487119	10.4801700844617	9.72145181816158	11.8792709202042	7.53644615756306	8.19429284846111	9.79809633394075	8.20683273282826	7.06759779205002	7.76902024622961	6.967497776494	7.08986281921583	10.1900864219663	8.26352769168082	8.05591531241598	7.4373803482459	4.85300013260712	6.30980922414808	1.43009461124898
8.11600614515374	8.17185381103185	7.32936526869395	4.93199178570103	1.96725887528885	1.75924933197604	2.02101762639361	7.37529787916139	4.82469785633584	1.90004110421305	1.73160311694311	2.09904294199941	12.2037834370352	10.4788117959599	9.72030072147018	11.8775694186272	7.53466589959741	8.09764732149171	9.79770626433783	8.20955665428247	7.0681622836492	7.77111305036133	6.93527618076281	7.08639582256848	10.201421921385	8.22946150743146	8.05519566378985	7.46906584672799	4.97415608858515	6.37817132507877	1.4299309256072
8.11279406753893	8.16860405663577	7.32700690677388	4.93063540568924	1.96242892389421	1.77523700817941	2.0041474529836	7.37336700606779	4.82483517945636	1.90795403451153	1.72351270044684	2.09820032793837	12.1990243280495	10.4757369920866	9.71674318303716	11.87268495266	7.53013007196014	7.99059777400411	9.78832940897144	8.20712076424648	7.06511528709448	7.76870071164863	6.91674346765291	7.0891501079398	10.19402715365	8.22492153285832	8.0551430765319	7.49238608497603	5.06925922796427	6.43946184545741	1.44025970703288
8.10913930066197	8.16490948446654	7.32171185864111	4.92932444825275	1.95574676956518	1.78125832563048	1.98997720349303	7.37253426782801	4.82480294258879	1.92651376579933	1.72102813765608	2.09774897589634	12.1913428578981	10.4718282776376	9.71342807104488	11.868463677143	7.52900106244267	7.90350666966926	9.78542777499303	8.20352520515527	7.06207307425091	7.76736624828948	6.90774190029945	7.09042817381651	10.1839558312943	8.22239229328845	8.05326876733527	7.53880999423838	5.17053949559628	6.50228681798209	1.45535708209023
8.10785614869779	8.16360378118171	7.32119780236447	4.93215886604172	1.95452135386195	1.78521217134448	1.97804341939861	7.37137730223525	4.82128684493927	1.95114921538997	1.71912026716673	2.09927441834307	12.1875199734398	10.4707782843784	9.71212322239386	11.8659673742744	7.52721123130309	7.8922606234363	9.76941342261665	8.19762563588464	7.05643525577312	7.76348830904134	6.90072802922578	7.0875477924243	10.1710060407989	8.2208459428398	8.05374071006264	7.55741970189245	5.23294939909603	6.55385166780522	1.47269168463579
8.10613359659968	8.16186749396623	7.32044055107975	4.9340235988226	1.95234983652898	1.78080821106768	1.97436297000705	7.36915749910961	4.8127277771468	1.98656720186952	1.72881408712524	2.09902753684746	12.1837062522961	10.4690838335251	9.71056235493802	11.8627004856283	7.52381766231726	8.02296985756767	9.75200962645628	8.19115044316038	7.04914031019721	7.75731670569083	6.88930607685537	7.08312115070212	10.1672545554768	8.23051447694949	8.05471303803497	7.5685892714238	5.2644744231458	6.59706928864061	1.49732122652846
8.10587463032501	8.16160459227073	7.32101132925969	4.93438449931456	1.94739580535528	1.76959340162083	1.98572287982767	7.36753561399279	4.80298391511163	2.03417369961367	1.75014362011316	2.09908817155002	12.1803363766503	10.4689323824978	9.71063044308661	11.8618589106956	7.52521472796976	8.20478593438697	9.72461128979772	8.18547679260296	7.04210476349443	7.75126820897791	6.87812599683432	7.07425914523062	10.1608981898142	8.20819098892054	8.05684447943088	7.58900613677063	5.28112198612997	6.61663449874929	1.50337296348624
8.10895231336605	8.16470503531182	7.32410360990195	4.93738403078462	1.94758696798336	1.76481047708752	1.98004252899286	7.36936988922831	4.79783865416788	2.08180013019604	1.77057103645315	2.09824843006623	12.1811683464591	10.4718932537629	9.7143242661054	11.8664820467934	7.53286214081806	8.36971217853031	9.69911358783913	8.18385522094763	7.03800888939746	7.74743059218905	6.87511458906018	7.07760575961655	10.1789446943018	8.16289857244328	8.06098598687329	7.6057522662865	5.28138073172987	6.62001714080239	1.53506511928073
8.11269332584203	8.16847408430166	7.32719806154437	4.93855128934125	1.94478968184824	1.75770528290497	1.97292276113892	7.37239738501876	4.79605245749975	2.11520941605556	1.78245962503296	2.09754016079659	12.1821418762783	10.4748158086714	9.71879802202139	11.8720066369775	7.54258957327404	8.43668124886365	9.67049167643982	8.18258526512498	7.0342972558347	7.74318493393832	6.86468143966721	7.07378867709807	10.1996000185389	8.13228519452723	8.06649046088044	7.59172317036992	5.24159118832816	6.59724062001604	1.53710911092491
